,ID,Year_Birth,Year_Old,CustomerFor,Dt_Customer,Education,Marital_Status,Income,Kidhome,Teenhome,ChildrenHome,Recency,MntSpentTotal,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,PurchaseLastMonth,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,AcceptedCmpTotal,Complain,Z_CostContact,Z_Revenue
1199,7342,1961,63,4318 days,2012-09-09,2n Cycle,Widow,59184,0,1,1,6,1072,341,142,113,259,151,66,1,3,6,6,12,5,0,0,0,0,0,0,0,0,3,11
1200,837,1977,47,3951 days,2013-09-11,Graduation,Married,54809,1,1,2,0,174,63,6,57,13,13,22,1,4,2,1,5,4,0,0,0,0,0,0,0,0,3,11
1201,9500,1959,65,4180 days,2013-01-25,Graduation,Married,58113,0,1,1,66,758,221,104,169,102,78,84,0,3,9,2,8,7,0,0,0,0,0,0,0,1,3,11
1202,3602,1958,66,3840 days,2013-12-31,Master,Married,51412,0,1,1,42,195,140,3,29,4,5,14,0,2,3,2,4,4,0,0,0,0,0,0,0,0,3,11
1203,234,1979,45,4287 days,2012-10-10,Graduation,Divorced,15287,1,0,1,60,31,1,2,8,4,3,13,0,2,1,1,2,7,0,0,1,0,0,1,2,0,3,11
1204,2995,1957,67,3976 days,2013-08-17,Master,Together,66636,0,0,0,64,1084,291,10,689,84,10,0,0,1,3,4,9,1,0,0,0,0,0,0,0,0,3,11
1205,1118,1956,68,4154 days,2013-02-20,Master,Married,50965,0,1,1,87,685,544,13,85,8,6,29,0,3,10,4,5,8,0,0,1,0,0,0,1,0,3,11
1206,7789,1965,59,3879 days,2013-11-22,PhD,Married,84618,0,0,0,96,1672,684,100,801,21,66,0,0,1,6,9,10,2,0,0,0,0,1,0,1,0,3,11
1207,3068,1990,34,3903 days,2013-10-29,Graduation,Married,18351,0,0,0,1,43,1,12,9,0,14,7,1,1,2,0,3,7,0,0,0,0,0,0,0,0,3,11
1208,8955,1957,67,3793 days,2014-02-16,PhD,Together,40451,0,2,2,54,49,35,0,4,0,0,10,0,1,1,1,2,5,0,0,1,0,0,0,1,0,3,11
1209,945,1965,59,4063 days,2013-05-22,Graduation,Together,36317,0,1,1,53,133,87,3,25,3,2,13,0,2,3,0,4,7,0,0,0,0,0,0,0,0,3,11
1210,5644,1957,67,3920 days,2013-10-12,Graduation,Together,42213,0,1,1,96,363,309,3,24,4,3,20,0,2,5,1,7,7,0,0,0,1,0,0,1,0,3,11
1211,7192,1955,69,4100 days,2013-04-15,Graduation,Together,65748,0,1,1,58,545,172,73,93,95,78,34,0,2,2,4,10,1,0,0,0,0,0,0,0,1,3,11
1212,2324,1972,52,3905 days,2013-10-27,Graduation,Together,77044,0,1,1,12,1065,625,38,242,50,34,76,1,2,7,11,11,4,0,0,1,0,0,0,1,0,3,11
1213,697,1969,55,4134 days,2013-03-12,Graduation,Together,74918,0,0,0,78,2047,972,59,913,25,19,59,0,1,5,9,6,3,0,0,0,0,1,0,1,0,3,11
1214,3439,1972,52,4266 days,2012-10-31,Graduation,Married,56721,1,1,2,64,296,157,6,39,6,13,75,0,5,4,1,5,6,0,0,0,0,0,0,0,0,3,11
1215,1506,1975,49,4026 days,2013-06-28,Graduation,Single,42160,1,1,2,26,140,48,9,45,3,15,20,1,4,2,1,4,6,0,0,0,0,0,1,1,0,3,11
1216,232,1965,59,4007 days,2013-07-17,Graduation,Single,61559,0,1,1,8,530,279,83,88,32,14,34,1,1,4,2,10,3,0,0,0,0,0,0,0,0,3,11
1217,8876,1963,61,4350 days,2012-08-08,PhD,Together,33629,1,1,2,49,152,132,0,16,0,0,4,0,5,3,1,4,9,0,0,0,0,0,0,0,0,3,11
1218,4500,1991,33,3926 days,2013-10-06,PhD,Together,68682,0,0,0,56,1598,919,0,505,99,30,45,0,1,4,9,10,2,0,0,0,0,0,0,0,0,3,11
1219,9739,1963,61,4186 days,2013-01-19,Graduation,Single,34377,0,1,1,55,114,62,0,22,3,1,26,0,2,2,2,2,7,0,0,0,0,0,0,0,0,3,11
1220,10395,1986,38,4336 days,2012-08-22,Basic,Single,8940,1,0,1,25,101,1,45,3,4,6,42,1,3,3,1,3,8,0,0,0,0,0,0,0,0,3,11
1221,1176,1973,51,3940 days,2013-09-22,Graduation,Married,26228,1,0,1,50,25,2,6,4,3,1,9,0,1,1,0,2,8,0,0,0,0,0,0,0,0,3,11
1222,1627,1957,67,4179 days,2013-01-26,2n Cycle,Divorced,77297,0,0,0,84,789,408,61,109,48,122,41,0,1,5,7,9,4,1,0,0,0,0,0,1,0,3,11
1223,938,1981,43,3994 days,2013-07-30,Graduation,Married,40211,1,1,2,30,87,51,1,7,2,1,25,0,2,2,1,2,8,0,0,1,0,0,0,1,0,3,11
1224,2740,1958,66,3940 days,2013-09-22,PhD,Widow,33438,1,1,2,81,90,62,1,16,3,2,6,0,4,2,1,4,5,0,0,0,0,0,0,0,0,3,11
1225,257,1959,65,4087 days,2013-04-28,PhD,Married,75032,0,1,1,74,1215,952,12,180,47,12,12,0,2,5,4,9,3,0,0,0,0,0,0,0,0,3,11
1226,4058,1955,69,3920 days,2013-10-12,PhD,Single,61284,0,0,0,76,811,618,15,106,20,7,45,0,1,11,2,8,6,0,0,0,1,0,0,1,0,3,11
1227,7736,1986,38,4275 days,2012-10-22,Graduation,Married,22518,1,0,1,36,61,11,7,12,2,2,27,0,2,2,1,2,5,0,0,1,0,0,1,2,0,3,11
1228,8210,1975,49,3978 days,2013-08-15,Master,Married,54730,0,1,1,64,405,318,3,17,4,7,56,0,5,4,1,8,4,0,0,0,0,0,0,0,0,3,11
1229,833,1955,69,3751 days,2014-03-30,Master,Married,38452,1,1,2,62,72,56,0,14,0,0,2,0,3,3,0,3,7,0,0,0,0,0,0,0,0,3,11
1230,6230,1971,53,4159 days,2013-02-15,Graduation,Divorced,44421,1,1,2,53,189,110,5,59,7,1,7,0,5,5,0,4,8,0,0,0,0,0,0,0,0,3,11
1231,7325,1986,38,4025 days,2013-06-29,PhD,Together,38197,1,0,1,86,40,23,0,11,2,1,3,0,1,1,0,3,5,0,0,0,0,0,0,0,0,3,11
1232,1307,1978,46,3800 days,2014-02-09,Graduation,Divorced,41986,0,1,1,15,63,27,5,8,8,3,12,1,3,3,0,4,4,0,0,0,0,0,0,0,0,3,11
1233,1502,1983,41,4125 days,2013-03-21,Graduation,Together,28427,1,0,1,67,52,18,3,19,3,3,6,0,2,2,0,3,8,0,0,0,0,0,0,0,0,3,11
1234,6211,1976,48,3718 days,2014-05-02,PhD,Together,37395,1,0,1,47,39,18,0,9,0,1,11,0,1,1,0,3,6,0,0,0,0,0,0,0,0,3,11
1235,843,1971,53,3694 days,2014-05-26,Graduation,Married,64722,1,0,1,47,805,303,0,280,60,147,15,0,4,8,2,11,6,0,0,0,0,0,0,0,0,3,11
1236,4174,1956,68,3733 days,2014-04-17,Master,Together,55249,0,1,1,81,130,97,1,19,2,0,11,0,1,2,1,4,3,0,0,0,0,0,0,0,0,3,11
1237,9757,1972,52,3928 days,2013-10-04,Graduation,Together,84906,0,0,0,98,1631,997,15,414,99,30,76,0,1,5,6,12,2,0,1,0,1,1,0,3,0,3,11
1238,6918,1989,35,4020 days,2013-07-04,Graduation,Married,28691,1,0,1,56,34,5,4,13,8,0,4,0,1,1,0,3,8,0,0,0,0,0,0,0,0,3,11
1239,286,1952,72,3872 days,2013-11-29,Graduation,Single,44213,1,1,2,48,152,95,11,35,0,4,7,0,4,2,1,5,6,0,0,0,0,0,0,0,0,3,11
1240,11086,1984,40,3822 days,2014-01-18,Basic,Single,25707,1,0,1,18,21,1,6,2,3,6,3,1,1,1,0,3,7,0,0,0,0,0,0,0,0,3,11
1241,1921,1967,57,3929 days,2013-10-03,PhD,Married,59062,2,1,3,74,71,46,1,12,3,0,9,0,2,2,0,3,4,0,0,0,0,0,0,0,0,3,11
1242,4138,1962,62,3696 days,2014-05-24,Graduation,Single,76624,0,1,1,68,899,411,106,147,54,115,66,0,1,5,10,7,1,0,0,1,0,0,0,1,0,3,11
1243,7718,1947,77,3730 days,2014-04-20,Master,Together,66000,0,0,0,36,711,244,51,270,101,0,45,0,1,1,3,5,1,0,0,0,0,0,0,0,0,3,11
1244,1291,1978,46,4354 days,2012-08-04,PhD,Together,27683,1,0,1,90,351,152,9,121,12,12,45,0,4,6,2,4,8,0,0,0,0,0,0,0,0,3,11
1245,6862,1971,53,3702 days,2014-05-18,Graduation,Divorced,1730,0,0,0,65,8,1,1,3,1,1,1,0,15,0,0,0,20,0,0,0,0,0,0,0,0,3,11
1246,4136,1992,32,4233 days,2012-12-03,Basic,Single,7500,1,0,1,63,119,10,17,18,8,26,40,0,4,3,2,2,9,0,0,0,0,0,0,0,0,3,11
1247,803,1968,56,4110 days,2013-04-05,Graduation,Together,40521,1,1,2,82,21,12,0,5,0,0,4,0,1,0,1,2,5,0,0,0,0,0,0,0,0,3,11
1248,4298,1973,51,3757 days,2014-03-24,PhD,Together,20427,1,0,1,63,10,5,0,4,0,0,1,0,1,1,0,2,8,0,0,0,0,0,0,0,0,3,11
1249,10833,1975,49,3696 days,2014-05-24,Graduation,Married,65106,0,1,1,55,973,790,19,133,12,0,19,0,3,8,3,13,6,0,0,0,1,0,0,1,0,3,11
1250,9606,1965,59,3966 days,2013-08-27,PhD,Married,69969,0,0,0,64,1536,882,29,514,38,29,44,0,1,4,2,6,3,1,0,0,0,1,1,3,0,3,11
1251,8534,1952,72,4008 days,2013-07-16,Graduation,Married,67433,0,2,2,51,992,615,28,259,12,48,30,0,4,6,5,13,4,0,0,0,1,0,0,1,0,3,11
1252,5153,1967,57,4152 days,2013-02-22,PhD,Married,77766,0,1,1,97,1529,1004,59,265,115,59,27,0,2,11,10,11,6,0,0,1,0,0,1,2,0,3,11
1253,961,1972,52,3950 days,2013-09-12,Graduation,Married,74716,0,1,1,92,860,133,27,421,13,195,71,0,2,7,3,5,4,0,0,0,0,0,0,0,0,3,11
1254,5011,1963,61,3914 days,2013-10-18,Graduation,Divorced,68118,0,1,1,51,928,595,23,123,10,23,154,0,2,8,9,4,6,0,0,0,0,0,0,0,0,3,11
1255,6653,1970,54,4359 days,2012-07-30,PhD,Married,55158,1,1,2,72,418,293,0,87,4,11,23,0,4,7,2,5,7,0,0,0,0,0,1,1,0,3,11
1256,9094,1955,69,4355 days,2012-08-03,2n Cycle,Married,62972,0,1,1,39,587,313,15,47,20,0,192,0,2,7,4,3,6,0,0,0,0,0,1,1,0,3,11
1257,810,1975,49,3708 days,2014-05-12,Graduation,Married,74190,0,1,1,49,641,151,81,86,168,91,64,0,2,4,2,11,2,0,0,0,0,0,0,0,0,3,11
1258,5493,1976,48,3762 days,2014-03-19,Graduation,Married,39356,1,1,2,21,23,15,0,2,0,0,6,1,1,1,0,2,6,0,0,1,0,0,0,1,0,3,11
1259,2147,1969,55,3977 days,2013-08-16,Graduation,Together,76653,0,0,0,91,2279,736,63,946,219,189,126,0,1,4,7,11,2,1,0,0,0,1,0,2,0,3,11
1260,5107,1973,51,3701 days,2014-05-19,PhD,Divorced,35860,1,1,2,37,49,15,0,8,4,2,20,0,2,1,1,2,5,0,0,1,0,0,0,1,0,3,11
1261,3979,1983,41,4063 days,2013-05-22,PhD,Divorced,90687,0,0,0,98,1779,982,17,672,23,34,51,0,1,6,2,8,2,0,0,0,0,1,1,2,0,3,11
1262,6049,1982,42,3866 days,2013-12-05,Master,Together,73450,0,0,0,85,1804,1142,51,415,90,69,37,0,1,7,8,11,3,1,0,1,0,0,0,2,0,3,11
1263,8147,1960,64,4018 days,2013-07-06,Graduation,Married,31454,1,1,2,40,48,28,0,11,0,0,9,0,3,2,0,3,8,0,0,0,0,0,0,0,0,3,11
1264,1857,1952,72,3775 days,2014-03-06,Graduation,Single,47139,1,1,2,2,83,46,0,12,0,2,23,1,2,2,1,2,7,0,0,0,0,0,1,1,0,3,11
1265,3910,1975,49,3924 days,2013-10-08,Graduation,Divorced,83829,0,0,0,78,1862,897,161,430,186,161,27,0,0,4,7,6,1,1,0,1,0,1,1,4,0,3,11
1266,5207,1963,61,4303 days,2012-09-24,PhD,Married,53378,1,1,2,41,793,489,6,152,8,6,132,0,10,9,4,6,8,0,0,0,0,0,1,1,0,3,11
1267,11114,1970,54,4166 days,2013-02-08,Graduation,Together,19656,1,0,1,94,84,25,4,9,6,8,32,0,3,2,1,3,7,0,0,0,0,0,0,0,0,3,11
1268,5429,1948,76,3973 days,2013-08-20,PhD,Married,45579,0,1,1,10,183,145,1,33,2,1,1,1,1,4,1,4,6,0,0,0,0,0,0,0,0,3,11
1269,9400,1958,66,3668 days,2014-06-21,2n Cycle,Single,85485,0,0,0,73,1383,630,26,611,44,18,54,0,1,6,6,6,2,0,0,0,0,0,0,0,0,3,11
1270,1740,1944,80,3743 days,2014-04-07,Graduation,Married,55956,0,0,0,22,999,760,38,104,50,9,38,1,2,7,3,4,4,0,0,0,1,0,0,1,0,3,11
1271,7488,1963,61,4183 days,2013-01-22,Master,Single,64191,0,1,1,30,825,420,15,186,151,38,15,0,3,5,3,13,3,0,0,0,0,0,0,0,0,3,11
1272,195,1972,52,4332 days,2012-08-26,Graduation,Single,38808,1,0,1,21,246,125,17,52,3,19,30,1,4,5,1,4,8,0,0,1,0,0,1,2,0,3,11
1273,635,1966,58,4127 days,2013-03-19,Master,Married,57183,1,1,2,51,610,464,5,64,7,0,70,0,8,9,1,7,8,0,0,0,0,0,0,0,0,3,11
1274,7527,1968,56,4245 days,2012-11-21,Master,Divorced,23748,1,0,1,97,76,6,6,29,12,15,8,0,3,2,1,3,8,0,0,0,0,0,0,0,0,3,11
1275,10319,1971,53,4148 days,2013-02-26,Graduation,Married,66303,0,1,1,56,1286,1090,12,96,16,12,60,0,4,3,4,11,8,0,0,0,1,0,0,1,0,3,11
1276,2296,1975,49,3855 days,2013-12-16,Master,Married,37368,1,0,1,4,30,3,2,11,2,2,10,1,1,1,0,2,6,0,0,1,0,0,0,1,0,3,11
1277,10637,1964,60,4204 days,2013-01-01,Graduation,Married,40800,1,2,3,77,99,24,0,27,8,30,10,0,2,3,0,3,7,0,0,0,0,0,0,0,1,3,11
1278,2931,1978,46,4306 days,2012-09-21,Graduation,Divorced,71847,0,0,0,95,1192,737,21,106,55,63,210,0,0,6,7,9,3,1,0,0,0,0,0,1,0,3,11
1279,907,1975,49,3872 days,2013-11-29,Graduation,Married,46149,0,1,1,36,362,254,6,71,4,0,27,0,5,5,1,7,5,0,0,0,0,0,0,0,0,3,11
1280,3698,1983,41,4349 days,2012-08-09,Graduation,Together,78687,0,0,0,13,2130,817,185,687,145,55,241,1,1,4,6,8,2,0,0,0,0,1,1,2,0,3,11
1281,9516,1971,53,4340 days,2012-08-18,2n Cycle,Divorced,49118,0,0,0,90,1229,620,54,239,99,98,119,0,2,9,7,10,7,0,1,0,1,0,1,3,0,3,11
1282,679,1957,67,4307 days,2012-09-20,PhD,Married,37633,1,1,2,49,38,13,4,20,0,0,1,0,2,1,0,3,9,0,0,0,0,0,0,0,0,3,11
1283,7384,1951,73,4003 days,2013-07-21,Master,Together,39767,0,0,0,18,485,113,61,204,34,26,47,1,2,7,1,7,8,0,0,0,0,0,0,0,0,3,11
1284,5043,1951,73,4261 days,2012-11-05,Basic,Married,26997,0,0,0,89,434,7,23,78,133,49,144,0,2,4,2,5,7,0,0,0,0,0,0,0,0,3,11
1285,5267,1970,54,4132 days,2013-03-14,Graduation,Divorced,33986,1,0,1,43,44,16,2,18,2,1,5,0,1,1,0,3,7,0,0,0,0,0,0,0,0,3,11
1286,339,1972,52,4243 days,2012-11-23,PhD,Married,57091,0,1,1,82,496,462,0,24,6,0,4,0,2,9,2,5,7,0,0,0,1,0,1,2,0,3,11
1287,2516,1969,55,4046 days,2013-06-08,2n Cycle,Married,46831,1,1,2,84,78,22,2,10,6,4,34,0,2,1,2,2,4,0,0,0,0,0,0,0,0,3,11
1288,9010,1972,52,4164 days,2013-02-10,Master,Married,83151,0,0,0,80,2346,968,147,842,137,42,210,0,1,5,7,10,2,1,0,1,0,1,1,4,0,3,11
1289,378,1971,53,4206 days,2012-12-30,Graduation,Married,52531,0,0,0,68,794,283,112,151,51,72,125,0,2,7,2,10,6,0,0,0,0,0,0,0,0,3,11
1290,4808,1956,68,3957 days,2013-09-05,Graduation,Married,15759,0,0,0,12,17,1,2,5,6,0,3,1,1,1,0,2,7,0,0,0,0,0,0,0,0,3,11
1291,5068,1971,53,3993 days,2013-07-31,Graduation,Single,22804,1,0,1,75,26,14,1,7,2,1,1,0,1,2,0,2,9,0,0,0,0,0,0,0,0,3,11
1292,7628,1973,51,3763 days,2014-03-18,2n Cycle,Married,43050,1,0,1,10,76,30,5,24,6,3,8,1,2,2,0,4,5,0,0,0,0,0,0,0,0,3,11
1293,7128,1977,47,3864 days,2013-12-07,PhD,Single,42997,1,1,2,91,15,4,0,5,0,1,5,0,1,1,0,2,7,0,0,0,0,0,0,0,0,3,11
1294,2811,1963,61,3738 days,2014-04-12,PhD,Single,48918,1,1,2,21,62,52,0,9,0,0,1,1,2,1,0,4,4,0,0,0,0,0,0,0,0,3,11
1295,3551,1954,70,3752 days,2014-03-29,Master,Together,60033,0,1,1,28,198,62,1,57,19,11,48,1,2,2,1,5,2,0,0,0,0,0,0,0,0,3,11
1296,1663,1978,46,3907 days,2013-10-25,PhD,Together,34043,1,0,1,97,49,20,2,14,3,0,10,0,1,2,0,2,9,0,0,0,0,0,0,0,0,3,11
1297,5543,1966,58,4030 days,2013-06-24,Graduation,Together,57811,0,1,1,49,802,545,7,114,37,21,78,0,5,7,2,11,5,0,0,0,1,0,0,1,0,3,11
1298,1577,1946,78,3790 days,2014-02-19,Graduation,Married,78569,0,0,0,14,1736,558,79,622,207,175,95,1,1,4,6,4,1,0,0,0,0,1,1,2,0,3,11
1299,10641,1978,46,4209 days,2012-12-27,Graduation,Single,7500,1,1,2,5,57,6,5,4,13,4,25,1,4,2,1,3,6,0,0,0,0,0,0,0,0,3,11
1300,5336,1971,53,4050 days,2013-06-04,Master,Together,157733,1,0,1,37,59,39,1,9,2,0,8,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3,11
1301,6024,1953,71,4142 days,2013-03-04,Graduation,Together,94384,0,0,0,62,2302,1111,24,790,160,45,172,0,0,5,8,5,2,1,0,0,1,1,1,4,0,3,11
1302,1878,1985,39,3791 days,2014-02-18,2n Cycle,Married,23148,0,0,0,83,37,4,6,8,6,3,10,0,1,2,0,3,7,0,0,0,0,0,0,0,0,3,11
1303,3099,1970,54,4149 days,2013-02-25,Graduation,Divorced,44267,1,1,2,48,310,183,5,65,3,5,49,0,5,5,2,4,9,0,0,0,0,0,0,0,0,3,11
1304,6055,1979,45,4265 days,2012-11-01,Graduation,Married,71626,0,0,0,94,1305,546,72,376,94,145,72,0,1,5,5,8,3,0,0,0,1,0,0,1,0,3,11
1305,5841,1966,58,4026 days,2013-06-28,Graduation,Together,60894,0,1,1,61,832,606,7,155,10,0,54,0,5,10,3,8,7,0,0,0,0,0,0,0,0,3,11
1306,3972,1976,48,4112 days,2013-04-03,Graduation,Together,50200,1,1,2,70,401,266,6,51,8,6,64,0,6,7,1,5,8,0,0,0,0,0,0,0,0,3,11
1307,4394,1965,59,3697 days,2014-05-23,PhD,Married,81051,0,0,0,43,1501,1142,29,249,38,29,14,0,1,5,5,12,2,0,0,0,1,1,0,2,0,3,11
1308,5758,1982,42,3826 days,2014-01-14,Graduation,Married,65169,0,0,0,23,1189,1074,0,69,0,0,46,1,1,10,4,13,6,1,1,1,0,1,1,5,0,3,11
1309,6658,1972,52,4002 days,2013-07-22,Graduation,Together,59868,0,1,1,37,1194,771,51,154,54,10,154,0,7,11,2,12,6,0,0,0,0,0,0,0,0,3,11
1310,4603,1960,64,3809 days,2014-01-31,PhD,Married,65695,0,1,1,50,656,371,32,189,0,58,6,0,2,5,4,10,4,0,0,0,0,0,0,0,0,3,11
1311,8427,1956,68,4243 days,2012-11-23,Master,Single,64857,0,0,0,78,1540,556,14,717,210,0,43,0,1,7,5,10,4,0,0,0,0,0,0,0,0,3,11
1312,10260,1965,59,3967 days,2013-08-26,Master,Together,45143,0,1,1,74,311,202,5,74,11,5,14,0,3,6,1,5,7,0,0,0,0,0,0,0,0,3,11
1313,7143,1955,69,3895 days,2013-11-06,2n Cycle,Together,74805,0,1,1,14,820,209,162,209,41,162,37,1,5,4,7,10,2,0,0,0,0,0,0,0,0,3,11
1314,8789,1989,35,3829 days,2014-01-11,2n Cycle,Married,59060,1,0,1,77,274,35,40,111,36,40,12,0,3,3,1,7,4,0,0,0,0,0,0,0,0,3,11
1315,6197,1962,62,4095 days,2013-04-20,PhD,Single,27238,1,1,2,39,57,37,0,17,0,0,3,0,3,3,0,3,9,0,0,0,0,0,0,0,0,3,11
1316,4554,1965,59,3931 days,2013-10-01,Graduation,Together,47009,0,1,1,89,448,171,45,73,59,10,90,0,4,3,2,8,4,0,0,0,0,0,0,0,0,3,11
1317,4937,1973,51,3679 days,2014-06-10,2n Cycle,Married,46094,1,1,2,62,44,12,2,20,3,2,5,0,1,1,0,3,7,0,0,0,0,0,0,0,0,3,11
1318,1920,1972,52,3995 days,2013-07-29,Graduation,Married,40321,1,1,2,59,102,44,4,21,6,0,27,0,2,3,0,3,7,0,0,0,0,0,0,0,0,3,11
1319,8749,1984,40,3808 days,2014-02-01,Graduation,Together,37235,1,0,1,68,61,20,2,9,4,6,20,0,1,1,1,2,4,0,0,0,0,0,0,0,0,3,11
1320,1650,1960,64,4093 days,2013-04-22,Master,Married,81843,0,0,0,13,1643,779,86,537,34,69,138,1,1,5,9,12,3,0,0,0,0,0,0,0,0,3,11
1321,10377,1958,66,4048 days,2013-06-06,Master,Together,46692,0,1,1,37,397,170,6,97,24,12,88,0,3,6,1,5,6,0,0,0,0,0,0,0,0,3,11
1322,9206,1968,56,3833 days,2014-01-07,Graduation,Together,77382,0,1,1,36,1121,491,48,231,112,105,134,0,2,5,7,12,1,0,0,0,0,1,0,1,0,3,11
1323,10971,1977,47,4324 days,2012-09-03,Graduation,Single,37774,2,0,2,28,473,173,8,107,7,2,176,1,4,7,2,3,9,0,0,1,0,0,1,2,1,3,11
1324,6398,1974,50,3752 days,2014-03-29,Basic,Married,18393,1,0,1,2,50,7,10,13,16,0,4,1,2,3,0,3,8,0,0,0,0,0,0,0,0,3,11
1325,9212,1962,62,4160 days,2013-02-14,Master,Married,72828,0,1,1,17,1678,1205,0,235,19,14,205,1,6,6,3,13,7,0,0,0,0,0,0,0,0,3,11
1326,7937,1982,42,3732 days,2014-04-18,Graduation,Married,24711,0,0,0,86,58,10,7,25,6,3,7,0,1,3,0,3,7,0,0,0,0,0,0,0,0,3,11
1327,839,1975,49,3937 days,2013-09-25,PhD,Married,45503,1,0,1,54,170,97,4,44,6,1,18,0,1,3,1,4,5,0,0,0,0,0,0,0,0,3,11
1328,4246,1982,42,3859 days,2013-12-12,Master,Single,6560,0,0,0,2,373,67,11,26,4,3,262,1,0,1,0,1,17,0,0,0,0,0,0,0,0,3,11
1329,158,1945,79,3884 days,2013-11-17,PhD,Together,71604,0,0,0,3,1196,345,53,528,98,75,97,1,1,8,3,5,4,0,0,1,0,0,1,2,0,3,11
1330,4832,1979,45,3774 days,2014-03-07,Graduation,Married,27244,1,0,1,84,101,6,5,17,3,24,46,0,2,2,2,2,7,0,0,0,0,0,0,0,0,3,11
1331,5621,1969,55,4224 days,2012-12-12,Graduation,Married,48752,1,1,2,8,316,73,57,100,71,15,0,1,5,6,1,5,9,0,0,0,0,0,1,1,0,3,11
1332,1945,1962,62,3944 days,2013-09-18,Graduation,Married,71434,0,1,1,4,1400,711,36,217,172,96,168,1,3,7,4,7,4,1,0,0,1,0,0,2,0,3,11
1333,5147,1948,76,3995 days,2013-07-29,Graduation,Single,90842,0,0,0,57,1424,774,70,118,182,187,93,0,1,4,9,13,1,0,0,0,0,0,0,0,0,3,11
1334,2535,1978,46,4340 days,2012-08-18,Master,Married,88097,1,0,1,24,844,163,0,480,0,126,75,1,1,6,5,8,9,1,0,0,1,1,1,4,0,3,11
1335,11039,1975,49,3945 days,2013-09-17,Graduation,Married,51948,0,1,1,51,311,82,33,54,71,30,41,0,2,5,2,4,5,0,0,0,0,0,0,0,0,3,11
1336,9495,1982,42,4077 days,2013-05-08,Graduation,Together,71853,0,0,0,29,1149,358,108,413,141,97,32,1,1,2,8,6,1,0,0,0,0,0,0,0,0,3,11
1337,9635,1983,41,3730 days,2014-04-20,Master,Married,35876,0,0,0,13,129,66,2,40,4,3,14,1,1,3,1,3,6,0,0,0,0,0,0,0,0,3,11
1338,2173,1952,72,3916 days,2013-10-16,Graduation,Widow,40049,0,1,1,23,32,13,6,7,0,3,3,1,1,1,0,3,6,0,0,0,0,0,0,0,0,3,11
1339,942,1982,42,4350 days,2012-08-08,Graduation,Single,39660,1,0,1,36,299,139,13,78,20,13,36,0,3,7,1,3,9,0,0,0,0,0,1,1,0,3,11
1340,9386,1962,62,3691 days,2014-05-29,Graduation,Together,50127,0,1,1,88,320,274,0,21,4,6,15,0,1,5,1,6,6,0,0,0,1,0,0,1,0,3,11
1341,5510,1977,47,4245 days,2012-11-21,Master,Married,43263,0,1,1,2,441,262,6,61,0,10,102,1,3,5,2,6,5,0,0,0,0,0,0,0,0,3,11
1342,873,1949,75,4296 days,2012-10-01,Master,Married,62845,1,1,2,3,1178,1099,0,45,0,0,34,1,11,3,4,10,8,0,0,0,1,0,1,2,0,3,11
1343,2253,1990,34,4158 days,2013-02-16,Graduation,Married,18929,0,0,0,15,85,32,0,8,23,4,18,1,1,1,0,4,6,0,0,0,0,0,0,0,0,3,11
1344,5181,1982,42,4126 days,2013-03-20,Basic,Single,24367,1,0,1,58,24,2,4,2,0,11,5,0,1,1,0,2,9,0,0,0,0,0,0,0,0,3,11
1345,979,1975,49,4154 days,2013-02-20,Graduation,Single,33249,1,0,1,11,112,6,10,21,19,14,42,1,2,2,1,3,6,0,0,0,0,0,0,0,0,3,11
1346,10390,1959,65,4164 days,2013-02-10,2n Cycle,Married,26887,0,1,1,27,30,6,7,4,3,4,6,1,1,1,0,3,6,0,0,0,0,0,0,0,0,3,11
1347,4698,1983,41,4034 days,2013-06-20,PhD,Married,50150,0,0,0,32,410,135,46,92,65,61,11,0,2,5,2,7,5,0,0,0,0,0,0,0,0,3,11
1348,7793,1976,48,3962 days,2013-08-31,Graduation,Together,62061,0,1,1,12,800,641,7,84,0,30,38,1,3,10,4,7,6,0,0,0,1,0,0,1,0,3,11
1349,1745,1962,62,4082 days,2013-05-03,PhD,Divorced,85696,0,0,0,88,1313,714,76,395,116,0,12,0,1,4,6,9,1,0,0,0,0,0,1,1,0,3,11
1350,10590,1956,68,4116 days,2013-03-30,PhD,Together,76542,0,0,0,91,1483,794,73,573,0,29,14,0,1,4,8,10,2,0,0,0,0,0,0,0,0,3,11
1351,5080,1993,31,3911 days,2013-10-21,Graduation,Single,70515,0,0,0,12,1258,420,0,452,182,64,140,1,1,6,6,4,2,0,0,0,0,0,1,1,0,3,11
1352,8369,1987,37,4258 days,2012-11-08,Graduation,Together,18227,1,0,1,21,28,1,2,7,4,3,11,1,1,0,1,2,8,0,0,0,0,0,0,0,0,3,11
1353,5232,1965,59,3813 days,2014-01-27,Graduation,Married,69139,0,1,1,23,227,86,12,75,33,15,6,1,1,4,1,5,4,0,0,0,0,0,0,0,0,3,11
1354,2407,1982,42,4257 days,2012-11-09,Graduation,Married,69109,0,0,0,10,1555,823,25,459,124,29,95,1,1,6,6,7,4,0,0,0,0,1,1,2,0,3,11
